Name,Domain,Industry Groups,Description,Employees,Street,City,Country,company_clean,Final Email
Rolls Relocators,rollsrelocators.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.99,"Rolls Relocators is a moving service that offers international, residential, and fine art relocation. Their main functionality includes providing professional packing services, custom clearance, pet transport, vehicle transport, and secure storage solutions. They prioritize customer satisfaction and ensure that all moves are handled with care and protection for personal belongings, regardless of size or scale. The company also emphasizes environmental responsibility in their operations.",1-10,,Atlanta,US,Rolls Relocators,info@rollsrelocators.com
RonI,roni.com,MANUFACTURING:0.87,"RonI provides lifting solutions for heavy material handling, including rolls, drums, bags, and totes. Their product line includes mobile lifters, crane systems, manipulators, and ergonomic accessories designed to enhance efficiency and safety in various industries such as food and beverage, pharmaceuticals, chemical products, and automotive. RonI also offers a streamlined process for ordering OEM components and providing expert support for equipment maintenance.",11-50,8001 Tower Point Drive,Charlotte,US,RonI,info@roni.com
"Runners, Inc.",runnersinc.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.94,"Runners, Inc. is a logistics company that provides courier, trucking, storage, and moving services primarily for the Washington, D.C. Metro area. Their main offerings include medical couriers, custom courier services, scheduled courier options, and various types of transportation such as palletized freight and equipment. They also offer warehouse and logistics solutions like climate-controlled file record storage and disassemble and assembling services, all supported by a mobile app for easy order placement and tracking.",1-10,6900 Eskow Avenue,Halethorpe,US,Runners,info@runnersinc.com
Safes NY,safesny.com,SECURITY:1.0,"RPh Labs offers a pharmacogenomic (PGx) testing kit that provides insights into individuals' genetic makeup regarding their medication responses. The service allows users to collect a cheek swab, analyze it with advanced technology, and receive personalized medication recommendations based on individual genetic factors. Key features include real-time reporting of drug interactions, risk management strategies, and support for healthcare providers to make informed decisions about treatment plans. The PGx test is suitable for those who may not have access to traditional medical clinics and can be tested online or at an accredited lab.",11-50,31 Pennsylvania Plaza,New York,US,Safes NY,info@safesny.com
SCHC Packaging & Logistics Solutions,schci.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.95,"SCHC Packaging & Logistics Solutions provides a range of packaging and logistics services for various industries, including agriculture, pharmaceuticals, and food products. Their main functionalities include custom packaging, inventory management, warehousing, and shipping solutions tailored to meet specific customer needs. Key features include modular folding boxes, leak proof boxes, and the ability to handle large volumes of goods efficiently, ensuring efficient delivery from port to warehouse.",11-50,2331 Mack Dr.,Edison,US,SCHC Packaging & Logistics Solutions,info@schci.com
Schmidt International Relocations,schmidtmovers.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"Schmidt International Relocations is a moving company that offers a variety of services for international moves, including international moving by air or sea, vehicle shipping, custom crating, packing, and storage solutions. Their main functionality is to provide professional movers and packers who manage the entire relocation process, ensuring a smooth transition for clients. Key features include free estimates, expert advice throughout the move, and tailored solutions for different budgets and preferences. They also offer specialized services for corporate relocations and have experience in various cities worldwide.",11-50,,San Francisco,US,Schmidt International Relocations,info@schmidtmovers.com
"SDC International Shipping, Inc.",sdcinternationalshipping.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.93,"SDC International Shipping is an international moving company that offers a range of services for relocations from the USA to various destinations worldwide. Their main functionalities include interstate moving, overseas vehicle shipping, packing and storage solutions, and customs handling. They provide tailored shipping options such as sea and air freight, ocean freight, and specialized moves like furniture and artwork relocation, ensuring efficient logistics and customer support throughout the move process.",1-10,4.8/5 13 Woodman Ave,Sherman Oaks,CA,SDC International Shipping,info@sdcinternationalshipping.com
Section8Assistance.org,section8assistance.org,MEDIA:0.94,"Section8Assistance.org is a free resource website that provides information to individuals seeking to understand the Section 8 housing program, which offers financial assistance for low-income renters through government vouchers. The guide includes detailed instructions on how to apply for benefits, understanding requirements, and maximizing their benefits. It is independently compiled from various sources and aims to simplify the process of obtaining Section 8 benefits by offering clear and concise information about the complexities of renting, moving, and managing living conditions in Section 8.",11-50,,Rehoboth Beach,US,Section8Assistance.org,support@theresourcehelp.com
FC Transportation and Removal Services,servicedetransportfc.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.87,"FC Transportation and Removal Services provides transportation and removal services for both local and international moves in Montreal and surrounding areas, including major cities like Toronto and Ottawa. Their offerings include local LTL (Less than Truckload) delivery, long-distance moving, storage solutions, and furniture installation and disinstallation. The company emphasizes customer service, security, timely delivery, and personalized support throughout the moving process, ensuring a smooth experience for both individuals and businesses.",11-50,8150 Boul. Métropolitain Est,Montreal,CA,FC Transportation and Removal Services,info@shortkut.ca
SFL Worldwide,sflworldwide.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.95,"SFL Worldwide is an international shipping and moving company that offers a range of logistics services for individuals, businesses, and government entities. Their main functionalities include document transportation, box packing, and the transport of goods by road, sea, or air. Key features include personalized packing solutions, tracking shipments through a mobile app, and a commitment to timely delivery with transparent pricing and no hidden fees.",11-50,3364 337 Sherman Ave.,Newark,US,SFL Worldwide,contact@sflworldwide.com
Sherpr Global Ltd,sherpr.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"Sherpr is a luggage delivery service that allows users to ship their belongings ahead for various needs, including travel, relocation, and student shipping across over 200 destinations. The process involves booking an online quote, packing items securely, tracking them through a dedicated courier service, and receiving the final package at the customer's chosen location. Sherpr also offers specialized services for students, such as box shipping and excess baggage shipping, ensuring a smooth and cost-effective shipping experience.",11-50,447 Broadway,New York,US,Sherpr Global,support@sherpr.com
National Transport Services,shipnts.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.89,"National Auto Transport Services is a nationwide car transport company that facilitates the transportation of classic cars, exotic vehicles, and everyday drivers across the country. The service offers a streamlined process for customers to request a quote, schedule pickups, and receive assistance throughout the shipping process. Key features include a network of trusted carriers, guaranteed quotes based on vehicle specifications and market data, and a variety of payment options such as MasterCard and Visa supported credit cards. Customers can also access detailed information about each vehicle's history and operational status through the website.",11-50,,San Antonio,US,National Transport Services,quotes@shipnts.com
Ship Smart Inc.,shipsmart.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"Ship Smart is a shipping and moving company specializing in small moves, furniture shipping, and specialized services for various needs such as college moves, estate moves, senior moves, and international transfers. They offer tailored shipping solutions that include safe transport, careful packing of items like antiques and heavy furniture, and competitive pricing based on weight and destination. The team consists of fully licensed movers who ensure the safety and protection of belongings throughout the move process.",11-50,783 Rio Del Mar Blvd,Aptos,US,Ship Smart,customerservice@shipsmart.com
"Signature Space, LLC",signaturespace.net,"SUPPLY_CHAIN_AND_PROCUREMENT:0.5, BUSINESS_PRODUCTS_AND_SERVICES:0.43","Signature Space, LLC is a project management and relocation consulting firm that specializes in providing tailored solutions for government corporate clients. Established in 2003, the company offers services such as internal moves, furniture inventory and installation projects, warehouse reconfiguration, and logistics coordination to ensure successful execution of complex relocation projects. Their team focuses on establishing client goals, creating timelines, and managing all aspects of project planning to minimize downtime and maximize customer satisfaction.",1-10,11160 Veirs Mill Road,Wheaton,US,Signature Space,info@signaturespace.net
Smoove Move Logistics,smoovemovelogistics.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.93,"Smoove Move Logistics is a professional moving and logistics service that offers tailored solutions for both residential and commercial moves. Their main functionalities include local and long-distance residential moving, custom logistics solutions such as warehousing, transportation, and storage services. Key features include real-time tracking of goods, professional packing services, and a money-back guarantee on all jobs. They also provide specialized services like after-hours moving, IT equipment handling, and project management to ensure smooth relocation processes.",1-10,,Usa,US,Smoove Move Logistics,info@smoovemovelogistics.com
"Superior Office Services, Inc.",sosinstalls.com,RETAIL:0.98,"Superior Office Services is a retailer of used office furniture in Nashville, specializing in commercial-grade and repurposed furniture. They offer a wide range of products including desks, chairs, conference tables, and storage solutions, as well as services such as home office design, moving, and project management for office relocations. The company also provides free consultations to help customers find the right furniture based on their needs and offers new furniture options, including Herman Miller remanufactured furniture.",11-50,12729 Old Hickory Blvd,Nashville,US,Superior Office Services,sales@sostn.net
Star International Movers,starint.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.99,"Star Moving Solutions offers a range of moving services including local, interstate, international, commercial, and storage solutions. Their main functionality is to simplify the relocation process for individuals and businesses by providing personalized support, secure packing, and efficient transport. Key features include a global network of over 160 countries, dedicated move coordinators, and 24/7 customer service, ensuring transparent pricing and effective communication throughout the moving process.",11-50,22695 Commerce Center Ct.,Dulles,US,Star International Movers,move@starint.com
Homes R Us Realty,statenislandhomesearch.com,REAL_ESTATE:1.0,"Homes R Us Realty is a real estate firm based in Staten Island, NY, specializing in residential and commercial properties. The website offers listings for homes, apartments, condos, and land, along with resources for buyers and sellers, including mortgage information, market analysis, and relocation assistance. Users can access MLS listings, receive free alerts for new property listings, and utilize tools like a market report tool to optimize their home buying or selling processes. The team consists of experienced brokers and agents who focus on delivering personalized service throughout the real estate process.",11-50,111 Fingerboard Rd,Staten Island,US,Homes R Us Realty,info@statenislandhomesearch.com
Steady Install,steadyinstall.com,HUMAN_RESOURCES:0.92,"Steady Install is a staffing service that connects businesses with vetted and job-ready crews for commercial installations, moving, and fire safety/Electricity (FF&E) projects. The platform allows companies to create crew plans tailored to their specific market needs and offers competitive rates based on experience and ratings. Key features include same-day availability for jobs, veteran-grade personnel, and the ability to manage multiple projects efficiently without relying on in-house staff.",11-50,410 N Scottsdale Rd,Tempe,US,Steady Install,inquiry@steadyinstall.com
Stevenson Transfer,stevensontransferinc.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.93,"Stevenson Transfer is a family-owned moving and storage company based in Illinois, specializing in residential and commercial moves, warehousing, and distribution. They offer services for local, in-state, and international moves, as well as customized warehouse management and records management at their 75,000 square foot facility. Founded in 1908, the company focuses on providing high-quality service to the Midwest and Chicagoland area.",1-10,300 W. Stevenson Rd.,Peoria,US,Stevenson Transfer,angie@stevensontransferinc.com
Store Here Self Storage,storehere.com,REAL_ESTATE:0.94,"Store Here Self Storage offers a variety of self-storage solutions for individuals and businesses across multiple states. Their services include temperature/climate controlled storage, household storage, vehicle storage, motorcycle and RVs storage, and specialized storage options like jet ski and RV storage. Customers can rent units online or through monthly contracts, with discounts available for seniors and military personnel. The company emphasizes customer safety and provides support during moving out processes, ensuring a stress-free experience for clients.",11-50,1820 W. Orangwood Ave,Orange,US,Store Here Self Storage,customerservice@storehere.com
SWVA Moving,swvamoving.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"Radford Dorm Moving is a moving, storage, and logistics service provider that offers local and long-distance relocation solutions. Their main functionalities include packing, transporting, storing, and managing belongings across state lines, ensuring safe and timely delivery of goods. Key features include a mobile app for easy scheduling, automated updates via SMS or email, digital billing, and 100% insurance coverage for all services. They cater to various industries such as residential, commercial, education, and international moves, providing tailored solutions to meet specific client needs.",1-10,195 Sullivan Street,Christiansburg,US,SWVA Moving,quotes@swvamoving.com
SYSTEMATIC,systematic.nyc,"SUPPLY_CHAIN_AND_PROCUREMENT:0.61, BUSINESS_PRODUCTS_AND_SERVICES:0.21","Systematic is a moving and logistics company based in New York City that offers a range of services including office relocations, home furniture delivery, waste removal, and commercial freight. They operate from a warehouse in Red Hook, Brooklyn, providing affordable storage solutions for individuals and enterprises. Systematic focuses on safety, sustainability, and customer satisfaction, ensuring seamless transport and installation of goods throughout the move process. Their team is trained to handle various types of moves, including family-friendly moves and specialized shipments like fine art furniture.",11-50,195 Montague St.,Brooklyn,US,SYSTEMATIC,info@systematicsolutionsdelivery.com
Taylor International,taylorinternational.ca,SUPPLY_CHAIN_AND_PROCUREMENT:0.94,"Taylor International Movers is an international moving company based in Toronto, Ontario, offering a range of services including global mobility, overseas moving, cross-border moving, corporate relocation, and local moving. The company provides professional packing and consulting, ensuring compliance with customs regulations for clients worldwide. Taylor International is affiliated with Allied International and has over 65 years of experience in the moving industry, focusing on customer satisfaction and effective service throughout the move process.",11-50,1200 Plains Rd E,Burlington,CA,Taylor International,russ@ataylormoving.com
Terra Relocations,terrarelocations.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.93,"Terra Relocations is a company that specializes in international relocation services for families, professionals, and executives moving globally. They offer a structured four-stage move process that includes customs clearance, packing, transportation, and final delivery. Key features include customized packing plans, biosecurity-aware packaging, real-time tracking, and transparent pricing by clients to understand their needs before the move. Terra operates across over 150 countries and provides comprehensive support throughout the relocation process.",1-10,915 Stanford Avenue,Los Angeles,US,Terra Relocations,operations@terrarelocations.com
The Birmingham Group,thebirmgroup.com,HUMAN_RESOURCES:1.0,"The Birmingham Group (TBG) is a recruitment agency specializing in senior construction leadership for contractors and general contractors across the United States. They offer services that include targeted outreach to top leaders, salary intelligence, and relocation support. TBG has over 50 years of experience in identifying skilled professionals in the construction industry, focusing on various sectors such as healthcare, energy, and military. Their process involves verifying project histories, conducting regular interviews with industry experts, and providing tailored solutions to meet hiring needs.",11-50,27423 Woodward Ave,Berkley,US,The Birmingham Group,info@thebirmgroup.com
The Carlin Collaborative,thecarlincollaborative.com,"BUSINESS_PRODUCTS_AND_SERVICES:0.8, CONSTRUCTION:0.09","The Carlin Collaborative (TCC) is a project management consulting firm that provides comprehensive services throughout the lifecycle of capital construction projects. Their main functionalities include project assessment, design management, construction management, vendor coordination, and occupancy and change management. TCC works with clients to ensure successful implementation and ensures compliance with safety regulations while helping them achieve their project goals through tailored support and expertise. They serve various industries, including healthcare, technology, and higher education, providing tailored solutions for each client's specific project needs.",11-50,1200 Intrepid Avenue,Philadelphia,US,The Carlin Collaborative,info@carlincollab.com
The Hiring Advisors LLC,thehiringadvisors.com,HUMAN_RESOURCES:0.94,"The Hiring Advisors is an executive search and recruitment agency based in Los Angeles that specializes in various fields including accounting, finance, people operations, and IT/Engineering roles. The firm focuses on personalized and tailored solutions for businesses looking to build effective talent teams. Key features include a job portal with current job openings, access to career counseling services, and a commitment to educating company stakeholders about market conditions and trends. They also offer resources such as job seekers guides and interview guides to assist both candidates and employers.",11-50,727 2Nd Street,Hermosa Beach,US,The Hiring Advisors,andrew@thehiringadvisors.com
Next Step Realty,thenextsteprealty.com,REAL_ESTATE:1.0,"Next Step Realty is a real estate service that assists clients in buying, selling, and renting apartments in New York City. The main functionality includes providing personalized assistance through an on-call concierge team, scheduling visits to properties, and securing landlord approval. Key features include a one-day tour of available apartments, access to exclusive inventory, and a streamlined process for moving within the NYC market. With over 15 years of experience, Next Step Realties has successfully helped more than 10,000 clients achieve their relocation goals.",11-50,321 E 9Th Street,New York,US,Next Step Realty,clients@nextstepny.com
Three Rivers Commercial Moving and Installations,threeriversinstallations.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.98,"Three Rivers Commercial Moving & Installations offers a range of services for business relocation, furniture installations, and warehousing. Their main functionalities include office moving, specialized moving solutions for industrial equipment, and the installation of modular and wall-mounted workspaces. They also sell used commercial furniture, provide tailored storage options, and offer logistics support such as transportation and freight forwarding. The company is locally owned and operated in Fort Wayne, Indiana, and emphasizes customer service and community involvement.",1-10,3619 Centennial Drive,Fort Wayne,US,Three Rivers Commercial Moving and Installations,cassie.hale@trcmi.com
T&N Van Service,tnvan.com,BUSINESS_PRODUCTS_AND_SERVICES:0.97,"T&N Van Service is a commercial moving company based in the Philadelphia region that specializes in various relocation services for offices, laboratories, and industrial clients. Their main functionalities include move planning, budget preparation, furniture installation, warehouse storage, and recycling services. T&N also offers specialized solutions for healthcare and IT markets, providing tailored relocation plans and assistance with sensitive equipment such as computers and lab supplies. The company emphasizes professionalism, integrity, and customer service throughout the moving process, ensuring timely and professional completion of projects.",11-50,1510 Lancer Drive,Moorestown,US,T&N Van Service,hessonb@tnvan.com
Today's Systems Corporation,todayssystems.com,"BUSINESS_PRODUCTS_AND_SERVICES:0.92, CONSTRUCTION:0.07","Today's Systems Corporation specializes in providing office furniture solutions for commercial spaces. Their main services include space planning, interior design, project management, and furniture installation. They offer a range of products such as workstations, seating, desks, and ergonomic solutions, ensuring that each item meets specific client needs while maintaining budget and schedule. The company serves various sectors including corporate, education, healthcare, and government.",11-50,142 Montgomery Ave,Bala Cynwyd,US,Today's Systems,info@todayssystems.com
Total Office Solutions,tospartners.com,BUSINESS_PRODUCTS_AND_SERVICES:1.0,"Total Office Solutions is a company that provides a range of services for businesses, including contract furniture sales, office moving, furniture liquidation, and technology management. They offer customizable solutions tailored to individual client needs and ensure compliance with lease regulations during the move process. Additionally, they provide paint and carpet services, as well as IT equipment inventory management, all managed through a GPS tracking network. With over 37 years of experience, their team focuses on delivering quality service and ensuring customer satisfaction throughout the relocation process.",11-50,8136 Industry Way,Austin,US,Total Office Solutions,sales@tospartners.com
Trademark Engine,trademarkengine.com,LEGAL:0.89,"Trademark Engine is a service that provides trademark registration, database search, and monitoring solutions for individuals seeking to protect their brands through the USPTO. They offer a simple three-step process for filing trademarks, which includes basic information, application reviews by licensed attorneys, and accelerated processing times. Key features include free trademark searches, dedicated legal support, and a focus on achieving faster results with minimal fees and personalized assistance throughout the trademark registration process.",11-50,1814 North Memorial Way,Houston,US,Trademark Engine,support@swyftlegal.com
Transport W. Cyr,transportcyr.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"W. Cyr is a moving company based in Saint-Jérôme, Quebec, offering a range of services for both residential and commercial clients. Their main functionalities include transportation, storage, and inventory management, with options for FTL (FLEX), LTL (LTL), and customs transport across Canada and the United States. Key features include an online moving calculator to help customers plan their moves, accelerated delivery services, and customized storage solutions tailored to individual needs.",1-10,630 Boulevard Roland-Godard,Saint-Jérôme,CA,Transport W. Cyr,info@transportcyr.com
"Tri-Logistics, LLC",tri-logistics.net,BUSINESS_PRODUCTS_AND_SERVICES:0.92,"Tri-Logistics, LLC is a national provider of turnkey solutions for various industries, including healthcare, commercial, and government sectors. Their main services include project and program management, furniture procurement, construction design, and logistics/move management. They offer tailored solutions that encompass planning, coordination, tracking, and the delivery of office and staff move services, ensuring safety and quality throughout projects. The company also provides consulting services to address specific client needs and has a diverse portfolio of over 1,000 completed projects across multiple locations in Maryland and Virginia.",11-50,9500 Medical Center Drive,Largo,US,Tri-Logistics,info@tri-logistics.net
Triad Advertising,triadadvertising.com,ADVERTISING_AND_MARKETING:0.94,"Triad Advertising is a marketing agency that specializes in providing strategic and creative support for service-driven organizations, particularly senior living providers and educational institutions. Their main services include strategy consulting, print and traditional media management, custom creative, website copy and SEO, and campaign execution. Triad focuses on aligning marketing efforts with clients' goals to drive growth and engagement, ensuring effective messaging and measurable results across various channels.",11-50,1000 Franklin Village Drive,Franklin,US,Triad Advertising,sd@triadadvertising.com
TrueBlue Xpress LLC,truebluexpress.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"TrueBlue Xpress LLC is a moving, logistics, and supply solutions provider based in Glen Allen, Virginia. They offer services for commercial moves, office relocations, logistics consulting, furniture procurement, and project management. Their main functionality includes transporting and disposing of used or non-recyclable items, providing reliable delivery services, and offering expert project management to streamline operations for businesses and government agencies.",1-10,4860 Cox Rd,Glen Allen,US,TrueBlue Xpress,info@truebluexpress.com
Transport Solutions of America,tsoa.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"Transport Solutions of America (TSOA) is a drive-away company that provides services for fleet management companies, upfitters, and other vehicle owners across North America. Their main functionality includes safe delivery of medium-duty, heavy-duty., and HAZMAT service vehicles, along with additional services such as registration, titling, maintenance, and storage. TSOA offers an online ordering process, instant quotes, tracking systems, and instant delivery notification to ensure a smooth experience for their clients.",11-50,108 Arnold Mill Rd.,Woodstock,US,Transport Solutions of America,support@tsoa.com
TW Solutions LLC,twsolns.com,"SUPPLY_CHAIN_AND_PROCUREMENT:0.73, BUSINESS_PRODUCTS_AND_SERVICES:0.18","TW Solutions LLC provides relocation services focused on helping individuals and businesses achieve their mobility objectives. Their main functionality includes offering data-driven solutions that enhance transparency and ethical business practices in the relocation industry, catering to various sectors such as corporate, government, and military. Key features include a commitment to cost savings, transparent pricing, and tailored strategies for effective mobility management.",11-50,6312 Sw Capital Hwy,Portland,US,TW Solutions,contact@twsolns.com
"Transportation Worldwide, Inc.",twwmove.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.94,"Transportation Worldwide, Inc. (TWW) is a moving company that specializes in international and domestic household goods moves. They offer services such as planning, packing, customs clearance, storage, and fast delivery for over 1,000 domestic small shipments annually. TWW also provides real-time tracking of shipments, ensuring transparency and support for their clients throughout the relocation process. Their global network includes over 135 countries, allowing them to manage their own logistics efficiently while maintaining competitive pricing.",11-50,633 Choctaw Lane,Katy,US,Transportation Worldwide,tww@twwmove.com
UniGroup Worldwide,unigroupworldwide.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.87,"UniGroup Worldwide offers international home moving services, including packing, transportation, customs clearance, and relocation planning. They have over 60 years of experience in the industry, providing tailored solutions for individuals and businesses looking to relocate internationally. The website allows users to request quotes by selecting their desired country and destination, along with resources and guides for navigating the move process.",11-50,1 Premier Drive,Fenton,US,UniGroup Worldwide,integritymatters@unigroupinc.com
UniRelo,unirelo.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"Unirelo is an international moving company that provides comprehensive relocation services for individuals and families worldwide. They offer a range of services including customs clearance, packing, shipping, storage, and 24/7 support throughout the move process. With over 20 years of experience, Unirelo specializes in both domestic and commercial relocations, ensuring smooth movement from the US to various global destinations. Their team is fully insured, trained, and equipped to handle complex moves efficiently, with a focus on customer satisfaction and transparent pricing.",1-10,1500 Atlantic St.,Union City,US,UniRelo,info@unirelo.com
Up/Down Moving & Logistics,updownmoving.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"Up/Down Moving & Logistics is a third-party logistics company that specializes in residential and long-distance moving, warehousing, and home delivery services. They offer tailored solutions for moves of various sizes, including furniture, art, and household items, ensuring efficient handling and assembly. The company emphasizes customer service, honest pricing, and has over 27 years of experience in the logistics industry, providing professional movers and reliable logistics support throughout the move process.",1-10,,Red Bank,US,Up/Down Moving & Logistics,info@updownmoving.com
USA Home Listings,usahomelistings.com,ADVERTISING_AND_MARKETING:0.98,"USA Home Listings is an automated marketing platform designed for moving and storage companies. It helps users find fresh new homeowners listings, manage direct mail campaigns (such as phone numbers, emails, and vacancy data), and generate targeted advertising to attract potential clients. Key features include a streamlined process for listing management, real-time lead generation, and the ability to create tailored marketing strategies that align with business goals. The platform aims to streamline operations and enhance sales processes for its users.",11-50,1055 Coleridge Way,Suwanee,US,USA Home Listings,customerservice@usahomelistings.com
US Equipment Co,usequipmentcompany.com,ADVERTISING_AND_MARKETING:0.98,"US Equipment Co. specializes in selling franchise equipment, particularly furniture and fixtures, to individuals planning to close stores. The service eliminates middlemen such as dealers and auctioneers, providing a streamlined process that includes no fees or commissions, and offers high-quality sales at significantly higher prices than traditional methods. US Equipment Co., which manages the entire sale process from concept development to completion, ensuring transparency and efficiency throughout. They also offer customized marketing strategies to attract potential buyers while minimizing risks associated with re-selling.",11-50,,Nixa,US,US Equipment,info@usequipmentcompany.com
"Vanguardian International, LLC",ushipvanguard.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"Vanguardian International is a door-to-door moving service that specializes in residential and commercial relocations worldwide. They offer full range of services including packing, shipping, storage, and transportation to over 50 countries, with typical delivery times of 30-60 days. The company provides free estimates, customized relocation routes, and fully insured moves, ensuring quality service backed by 15 years of experience and environmental responsibility.",1-10,1855 Industrial St #B305,Los Angeles,US,Vanguardian International,info@ushipvanguard.com
U.S. Truck Body,ustruckbody.com,"MANUFACTURING:0.76, AUTOMOTIVE:0.24","U.S. Truck Body is a manufacturer of custom box van bodies designed for the transportation industry, specializing in various types of vans including aluminum, fiberglass reinforced plywood (FRP), Dura Plate, and moving bodies. The company offers a range of products tailored to meet specific needs, utilizing high-quality materials and manufacturing practices. U.S., Inc. provides services such as one-day mounting, parts, and customer support to help customers quickly get their truck bodies on the go.",11-50,1705 N. Bloomington St.,Streator,US,U.S. Truck Body,parts@ustruckbody.com
Value Truck,valuetruck.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.95,"Value Truck is a logistics company that provides transportation services for businesses and individuals across North America. Their main offerings include cross-border shipping, dry van shipping, refrigerated shipping, open deck shipping, and vehicle relocation services. Key features include 24/7 customer support, competitive pricing without hidden fees, and a fleet of over 500 trailers, ensuring safe and timely delivery of goods. They operate from multiple terminals in the US and Mexico, focusing on tailored shipping solutions to meet specific logistical needs.",11-50,8601 Az-85,Buckeye,US,Value Truck,info@valuetruckaz.com
"Vehicle Installs, LLC",vehicleinstalls.com,AUTOMOTIVE:0.97,"Vehicle Installs, LLC provides aftermarket electronics and telematics installation services for commercial fleets, including school buses, municipal vehicles, emergency response units, government agencies, and heavy equipment. Their main functionality is to enhance vehicle safety, efficiency, and performance through custom integration solutions such as GPS tracking systems, vehicle camera installations, and driver behavior monitoring. The company emphasizes project management and customer satisfaction, offering tailored consultations to optimize fleet operations and ensure smooth deployment.",11-50,15155 W Colonial Dr,Winter Garden,US,Vehicle Installs,team@vehicleinstalls.com
VGS Logistics,vgslogistics.com,"SUPPLY_CHAIN_AND_PROCUREMENT:0.75, BUSINESS_PRODUCTS_AND_SERVICES:0.16","VGS Logistics is a moving company that provides office relocation and facility management services in Portland, Seattle, and Boise. Their main functionality includes planning and executing complex workplace moves, including office decommission, furniture systems installation, and secure storage solutions. Key features include specialized move management, data-driven layouts for space optimization, safe transport of sensitive assets, and the rental of office moving crates and shelving. They also offer customized post-move support to ensure smooth transitions and minimize disruptions during office relocations.",1-10,6500 Ne Halsey St,Portland,US,VGS Logistics,info@vgslogistics.com
Vision Logistics,visionlogisticsllc.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.95,"Vision Logistics is a family-owned logistics company that offers a range of services including high-value ground transportation, data center relocation, local cargo, and hot shot deliveries. The company focuses on providing personalized logistics solutions tailored to meet individual customer needs, ensuring safety and reliability throughout the process. Key features include a personal account manager available 24/7, competitive pricing, and a commitment to meeting specific business goals through attention to detail.",11-50,5270 N Sam Houston Parkway East,Houston,US,Vision Logistics,info@visionlogisticsllc.com
Voxme Software Inc.,voxme.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.86,"Voxme is a moving company CRM software designed for Packers and Movers to manage various removal processes. It offers features such as digital inventory management, job-specific label printing, virtual survey tools, and an integrated virtual survey app for conducting pre-move surveys. Users can access the platform through a cloud-based portal, generate PDF reports, and print barcode labels with their own or partner Zebra printers, all while ensuring compliance with regulations like DOD and DOT. The software is available for a monthly fee of $300, which includes a basic setup package and additional charges for job creation and reporting.",11-50,28 Finch Avenue West,Toronto,CA,Voxme Software,sales@voxme.com
"Wakefield Moving & Storage Services, LLC",wakefieldmoving.com,"BUSINESS_PRODUCTS_AND_SERVICES:0.55, SUPPLY_CHAIN_AND_PROCUREMENT:0.32","Wakefield is a company that provides moving, storage, logistics, and installation services for various industries, including universities, hospitals, and government. Their main functionality includes managing commercial moves, warehouse operations, and installations tailored to meet specific client needs. Key features include fast response times, specialized crews, and a focus on sustainability in their operations. Wakefield also offers resources such as moving guides and educational materials to support effective workplace solutions.",11-50,1 2Nd St,Peabody,US,Wakefield Moving & Storage Services,info@tobinscientific.com
"Wald Relocation Services, Ltd.",waldofficeservices.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.94,"The website offers a range of services and resources for businesses, focusing on corporate relocation, training, and marketing strategies. It provides information on various services such as business consulting, legal assistance, and financial support for clients in the financial sector. Key features include personalized service, expert guidance, and professional advice, and access to a network of over 1,000 companies for business needs. The site also facilitates partnerships with major corporations for business development and investment in technology.",11-50,14043 S. Gessner,Missouri City,US,Wald Relocation Services,sales@waldrelocation.com
