"﻿Input:Domain","Input:Accelerator","Input:Cohort","Domain","Name","Industry Groups","Business Model","Keywords","Description","Social URLs","Score","Revenue Range","Employees","Start Date","Street","City","State","Zip","Country","Phones","Public Emails","MX Provider","Redirect Domain","Update Date"
"s2.dev","Y Combinator","Fall 2025","s2.dev","S2","CLOUD_COMPUTING:0.88","B2B:0.82","durable stream api:0.72, storage streams:0.67, cleanup streams:0.54, bottomless storage:0.43, serverless api:0.37, high throughput:0.32, time tailing:0.31, general availability:0.3, reactive follow live:0.28, web resource:0.23, team dashboard:0.2, ai chat:0.19, automatic expiration:0.16, sandbox execution:0.12, custom proxy infra:0.1","S2 is a cloud-based API that provides unlimited and real-time streams for data management. It allows developers to easily access and manage streaming data through REST APIs, enabling fast production times of <50ms and high throughput. Key features include customizable access tokens, built-in security measures like SSL certificates, and support for multiple devices and protocols. S2 also offers tools for reactive updates and event sourcing, making it suitable for various applications such as local data feeds, multiplayer interactions, and IoT solutions.","https://www.linkedin.com/company/streamstore, https://x.com/s2_streamstore","98","1-10M","1-10","2023-09-25","","","","","US","","hi@s2.dev","google.com","","2026-06-28"
"safeworld.ai","a16z Speedrun","SR006","safeworld.ai","SafeWorld","SOFTWARE:0.65, SAAS:0.05","B2B:0.85","autonomy safely:0.72, safeworld deploy:0.67, deploy autonomy:0.66, responsibly safeworld:0.63, safeworld safety:0.62, autonomy responsibly:0.62, hello safeworld:0.55, safeworld join:0.55, reserved safeworld:0.55, deploying robots:0.52, safeworld 2026:0.5, safeworld com:0.49, responsibly deploy:0.49, safety testing:0.41, agree privacy:0.38","The website offers a platform for individuals seeking to join the Self-Help Program (SSP) and participate in the annual self-help program. It provides resources such as training, financial planning, and investment opportunities through its Self-Tryout feature, which allows users to test their skills and receive assistance from experienced advisors. The platform also facilitates access to various educational materials related to personal development and security for employers. Users can sign up for an account to manage their waiting list and receive updates on new products or events.","","84","1-10M","1-10","2025-04-14","","","","","US","","hello@safeworld.com","google.com","","2026-07-17"
"salemroboticsinc.com","Y Combinator","Summer 2026","salemroboticsinc.com","Salem Robotics","SOFTWARE:0.49, ENERGY:0.45","B2B:0.8","salem robotics:0.61, robotics salem:0.6, automation salem:0.58, nuclear robots:0.51, robotic survey:0.51, surveys nuclear:0.5, efficiency salemroboticsinc:0.5, radiation survey:0.48, technicians walk:0.46, surveys salem:0.45, robot status:0.45, personnel radiological:0.41, teleoperation workflows:0.39, inspection systems:0.39, paperwork burden:0.34","Salem Robotics offers a software platform that automates radiological surveys in nuclear facilities. The platform allows existing robots to navigate survey routes, collect radiation measurements, and create time-stamped digital records with minimal manual effort. Key features include robot-side autonomy for mission execution, integration with existing robotic systems, and the ability to maintain data consistency through standardized reporting processes. This solution aims to reduce worker exposure and enhance operational efficiency in nuclear environments.","","33","1-10M","1-10","2025-01-29","","Austin","TX","78701","US","","salemroboticsinc@gmail.com","google.com","","2026-06-26"
"salesplayx.com","Techstars","2025","salesplayx.com","SalesPlay X, Inc.","SAAS:0.96","B2B:0.9","account executives outbound:0.45, account research:0.43, market teams:0.43, customer story:0.43, exciting marketing effort:0.42, marketing organisation target:0.41, common revenue:0.27, pagers slides schedule:0.23, integrated platform:0.2, unified messaging:0.2, valuable tool:0.15, custom document:0.1, right time:0.08, seamless alignment:0.07, ramp reduce:0.07","SalesPlay X is a strategic messaging platform designed to enhance sales and marketing efforts. It automates the creation of personalized sales materials, including prospect reports and slides, by continuously tracking key accounts and optimizing team activities. Key features include an AI-driven messaging engine that delivers relevant information, customizable templates for various industries, and tools for managing customer stories and account profiles. The platform aims to align sales and Marketing teams effectively while improving overall efficiency in outreach and communication.","https://www.linkedin.com/company/salesplay-x","86","1-10M","1-10","2024-05-15","","","","","US","","","google.com","","2026-07-14"
"samora.ai","Y Combinator","Winter 2026","samora.ai","Samora AI","SAAS:0.97","B2B:0.92","agent design:0.39, manual dialing:0.33, coordinate voice:0.3, prompt tuning:0.3, interruption handling:0.27, innovation lead:0.27, plain language:0.24, seamless escalation:0.23, model training:0.22, human handoff:0.22, workflow execution:0.21, minimal engineering:0.2, limited connectivity:0.14, volume inbound:0.1, data protection:0.09","Samora is a technology platform that automates high-volume inbound and outbound calls with natural voice agents. It provides multilingual agents who execute workflows, allowing for seamless human handoff when needed. Key features include low-latency conversations across over 20 languages, integration with various systems, live visibility into call transcripts, and the ability to manage omnichannel support through WhatsApp, SMS, and email. Samora also emphasizes reliability with a 99.99% uptime guarantee and offers quick deployment and ongoing monitoring services.","https://www.linkedin.com/company/samora-ai, https://www.linkedin.com/company/samoraai, https://x.com/samora_ai","89","1-10M","1-10","2025-03-20","560 20Th St","San Francisco","CA","94107","US","","","google.com","","2026-06-26"
"sampleapp.ai","Alchemist","Class 38","sampleapp.ai","SampleApp.ai","SAAS:0.96","B2B:0.94","developer onboarding:0.5, environment stripe:0.4, generating ai code:0.38, sample app:0.35, action watch demo:0.28, tangible experience:0.25, openapi spec:0.24, track progress:0.22, useful sample:0.21, fastapi flask express:0.19, prospect pre:0.19, focused startup:0.16, complete step:0.16, support burden enhance:0.11, browserno local setup:0.08","SampleApp.ai is a platform that helps developers implement APIs quickly and efficiently through guided onboarding processes. It offers pre-built flows tailored to specific use cases, live previews of code, and progress tracking throughout the implementation process. Key features include integration with existing documentation platforms like Postman and GitBooks, customizable code snippets for different tech stacks, and tools for tracking developer engagement and performance metrics. The service aims to streamline the development workflow by providing interactive guides and walkthroughs directly within existing workflows.","https://www.linkedin.com/company/sampleappai, https://x.com/sampleappai","86","1-10M","1-10","2024-12-30","","San Francisco","CA","94105","US","","","namecheap.com","","2026-07-11"
"sciloop.dev","Y Combinator","Fall 2025","sciloop.dev","Sciloop","BIG_DATA_AND_ANALYTICS:0.92, IT_SERVICES:0.07","B2B:0.79","sciloop dev:0.56, earning sciloop:0.52, sciloop hardest:0.52, benchmarks sciloop:0.51, computer scientists:0.5, solution expert:0.48, medalists computational:0.46, expertise global:0.45, earning expert:0.44, expert datasets:0.44, mathematicians imo:0.41, computational chemists:0.41, genomics researchers:0.39, building ai:0.38, projects choose:0.37","Sciloop is a platform that provides datasets and solutions for solving complex problems involving the expertise of experts in various fields, including physics, engineering, economics, and medicine. It offers tools for users to browse open projects, submit research challenges at their own pace without deadlines or quotas, allowing for flexible payment options. Key features include access to a network of over 25 million expert reviews, automated problem detection, and a focus on innovative methodologies and technologies in problem-solving.","https://www.linkedin.com/company/sciloop-labs, https://www.linkedin.com/company/sciloop, https://twitter.com/sciloop, https://x.com/sciloopai","28","1-10M","1-10","2025-08-13","","Area","BAY","","US","","team@sciloop.dev","microsoft.com","","2026-07-01"
"scooplabs.ai","Y Combinator","Fall 2025","scooplabs.ai","Scoop Systems, Inc.","SOFTWARE:0.95","B2B:0.96","ongoing regulatory maintenance:0.39, inconsistency detection:0.38, regulatory writing:0.38, direct traceability:0.37, document management:0.35, document generation:0.35, native drafting:0.29, purpose built output:0.28, module drafting:0.27, continuous maintenance:0.26, source file:0.2, citation visibility:0.19, teams automate module:0.18, ind structure:0.18, outdated language:0.14","Scoop is a platform designed for automating the drafting and maintenance of pre-clinical regulatory submissions (INDs) for organizations. It transforms study and manufacturing data into dynamic regulatory documents that are continuously updated and traceable to ensure accuracy as scientific advancements. Key features include AI-driven document generation, automatic review processes, and integration with existing document management tools, allowing users to submit INDs quickly while reducing paperwork and improving overall efficiency in regulatory workflows.","https://www.linkedin.com/company/scooplabs","21","1-10M","11-50","2025-07-31","2261 Market Street","San Francisco","CA","94114","US","","legal@scooplabs.ai","google.com","","2026-07-01"
"secureai.us","Techstars","2025","secureai.us","Secure AI","IT_SERVICES:0.99","B2B:0.97","grantlock ai:0.65, ai grantlock:0.63, secure ai:0.62, ai secure:0.61, airlock ai:0.59, ai services:0.58, ai service:0.56, services ai:0.56, ai enterprise:0.54, ai contract:0.51, ai integration:0.5, ai products:0.5, secure enterprise:0.49, custom ai:0.47, genai solutions:0.33","Secure AI offers a range of artificial intelligence solutions designed to enhance operational efficiency and productivity for organizations. Their main product, AirLock AI, is an on-premise generative AI solution that operates within organizational environments, helping contractors draft compliant technical proposals quickly. Additionally, they provide services such as proposal assistance, custom AI solutions, and integration with clients' data systems to streamline contract bidding processes.","https://www.linkedin.com/company/secure-ai-corp, https://www.youtube.com/@Secure-AI","79","1-10M","1-10","2023-05-19","","San Francisco","CA","94107","US","+18052253321","help@secureai.us, info@secureai.us","google.com","","2026-06-27"
"sellraze.com","Y Combinator","Fall 2025","sellraze.com","SellRaze","E-COMMERCE:0.64, SAAS:0.94","B2B:0.71, B2C:0.55","best reseller app:0.5, sale business:0.45, inventory value:0.42, multiple marketplaces work:0.41, recent purchases:0.4, cross listing process:0.33, shipping labels:0.29, app idea:0.28, stuff product resources:0.27, monitor mission control:0.24, bulk updates:0.24, mobile convenience:0.2, fastest way:0.17, star review:0.14, slightest online:0.11","SellRaze is a platform designed for sellers of secondhand items to quickly list and manage their inventory across various marketplaces, including eBay, eBay, and Depop. It allows users to create listings in seconds using AI technology, monitor the value of their items, and schedule shipping appointments. Key features include integration with multiple marketplaces for easy updates, automated pricing processes, and support for both individual sellers and resellers looking to sell their products efficiently.","https://www.linkedin.com/company/sellraze, https://www.instagram.com/sellraze, https://www.x.com/sellraze, https://apps.apple.com/us/app/sellraze-list-sell-earn/id6455042085, https://apps.apple.com/us/app/sellraze-list-sell-earn/id6455042085?itsct=apps_box_badge&itscg=30200, https://apps.apple.com/us/app/sellraze-list-sell-earn/id6455042085?see-all=reviews&platform=iphone, https://play.google.com/store/apps/details?id=com.sellraze.scanner","121","1-10M","1-10","2023-03-09","","","","","US","","info@sellraze.com","google.com","","2026-07-17"
"sembleai.com","Y Combinator","Fall 2025","sembleai.com","Semble AI","CONSTRUCTION:0.85, SAAS:0.86","B2B:0.96","ai case studies:0.52, semble ai case:0.44, company subject:0.34, message semble:0.32, dispatch board:0.31, new work order:0.3, notified field team:0.29, project management:0.27, intelligent layer:0.27, job type:0.26, live trace:0.21, sandbox mock inbox:0.17, calendar updated crm:0.16, demo walk:0.12, confidence trust:0.04","Semble AI is a platform designed for contractors, manufacturers, and logistics operators to streamline communication and job scheduling. It integrates with existing tools like Google Workspace, Microsoft 365, Slack, and DocuSign, allowing teams to communicate effectively through a unified interface. Key features include real-time workflow monitoring, automated work orders, customizable agent interactions, and the ability to dry-run agents before deployment to ensure safe implementation. The system also offers insights into customer interactions and operational efficiency.","https://www.linkedin.com/company/sembleai","25","1-10M","","2025-08-25","","New York","NY","","US","","info@sembleai.com, ops@apexprop.com","google.com","","2026-07-16"
"semiotic.com","Y Combinator","Fall 2025","semiotic.com","Semiotic","SAAS:0.98","B2B:0.8","gardening moodboard thinking:0.49, generation video model:0.44, art immersive:0.38, game fov:0.34, single player slide:0.31, code streaming:0.31, readable combat choreography:0.28, dramatic stadium:0.28, frozen time shot:0.27, rainforest oasis:0.27, design community:0.26, image option:0.24, blue team:0.2, lora training:0.18, compact rooftop:0.17","Semiotic is a website implementation tool that combines AI with visual editing. It allows users to create production websites quickly, often within 30 minutes, using templates inspired by Silicon Valley startups. Key features include an intuitive visual editor for direct adjustments to elements, automatic updates of codebase context, and the ability to publish pages instantly or export code. Semiotic also offers image generation, batch editing, and custom domain support, making it suitable for both personal and professional projects.","","309","<1M","11-50","2016-10-15","","San Francisco","CA","","US","","hello@semiotic.ai","google.com","","2026-07-14"
"sennu.ai","Y Combinator","Winter 2025","sennu.ai","Sennu AI","IT_SERVICES:0.91, SAAS:0.67","B2B:0.92","operations claude:0.5, rollouts team:0.48, services claude:0.47, department rollouts:0.44, agent slack:0.43, claude rollout:0.42, leverage workflows:0.41, operations monitor:0.41, spend agents:0.41, revenue hiring:0.4, sales operations:0.4, employees integrate:0.39, enterprise ready:0.39, bespoke automations:0.38, governance sso:0.29","Sennu AI offers Claude, a platform designed to streamline operations for businesses by automating workflows and enhancing customer interactions. The service includes systems integration with existing tools like Salesforce, Slack, Google Workspace, and Microsoft 365, as well as custom agents that automate various tasks such as lead generation and document management. Additionally, Sennu provides training and ongoing support to ensure effective adoption of the system, along with security measures like SSO and compliance controls to protect data from abuse.","https://www.linkedin.com/company/sennu-ai","39","1-10M","1-10","2024-11-10","","","","","US","","","google.com","","2026-07-16"
"sentrial.com","Y Combinator","Winter 2026","sentrial.com","Sentrial","SAAS:0.98","B2B:0.82","agent session:0.48, support bot tool:0.38, insight userid:0.31, automated issue:0.3, function fetchuserbilling:0.27, generating reply:0.26, await api:0.24, query llms:0.22, fallback response evaluate:0.22, month basic:0.21, time slack:0.18, retention dedicated:0.16, transparent pricing:0.13, winner success rate:0.11, vpc deployment:0.0","Sentrial is a monitoring tool designed for AI agents that tracks and analyzes user interactions throughout their lifecycle. Its main functionality includes detecting silent errors, enabling alerts when agent failures are detected before users receive actionable notices. Key features include real-time Slack alerts for error spikes, automated evaluations to improve agent success rates, and the ability to analyze user prompts and behavior across multiple platforms.","https://www.linkedin.com/company/sentrial","11","<1M","11-50","2025-12-23","","","","","US","","neel@sentrial.com","google.com","","2026-06-26"
"serafis.ai","Y Combinator","Summer 2025","serafis.ai","Serafis","BIG_DATA_AND_ANALYTICS:0.98","B2B:0.9, B2C:0.64","semantic search:0.47, search rest:0.38, entity resolution:0.34, information frontier:0.34, structured intelligence:0.32, explore api:0.28, media seamless delivery:0.24, rest api:0.21, api programmatic:0.18, direct access:0.16, demo book:0.15, public company:0.1, mobile app:0.06, customer aum:0.02, gap high signal:-0.04","Serafis is a data platform that provides structured intelligence solutions for market research and information sharing. It offers tools for programmatic access to various media, including podcasts and interviews, allowing users to analyze consumer behavior and identify trends in the financial markets. Key features include automated content analysis, integration with existing systems, and support for multiple languages and formats, enabling efficient data management and reporting. Users can also utilize advanced search capabilities and AI agents to enhance their data collection and insights.","https://www.linkedin.com/company/serafis, https://x.com/r9a_co","76","1-10M","1-10","2025-03-14","","San Francisco","CA","94107","US","","support@serafis.ai","google.com","","2026-07-13"
"sf-tensor.com","Y Combinator","Fall 2025","sf-tensor.com","San Francisco Tensor Company","CLOUD_COMPUTING:0.97","B2B:0.92","tensor cloud:0.48, gpus team:0.46, tensor company:0.43, cpus gpus:0.42, cloud teams:0.41, cloud enterprise:0.41, optimization team:0.39, heterogeneous performance:0.38, hardware cpus:0.38, notebooks pro:0.37, computing future:0.34, platform sf:0.33, vendor compute:0.33, training jobs:0.33, engineering support:0.31","SF Tensor is a company that specializes in high-performance computing solutions, focusing on optimizing code and hardware performance. They offer various services including cloud computing, automatic kernel optimization, and dedicated engineering support tailored to client needs. Key features include the ability to run up to 64 GPUs, conduct medium-scale experiments, and provide proactive monitoring of infrastructure to ensure optimal performance. SF Tensor also emphasizes security and compliance with industry standards through their own data centers and partnerships.","","29","1-10M","11-50","2025-09-12","","San Francisco","CA","","US","","hello@sf-tensor.com","microsoft.com","","2026-07-05"
"shofo.ai","Y Combinator","Winter 2026","shofo.ai","Shofo Inc.","BIG_DATA_AND_ANALYTICS:0.93","B2B:0.8, B2C:0.62","object interaction:0.0","The website offers financial advice and resources for individuals seeking to invest in a safe place without the hassle of investing. It focuses on helping users navigate financial situations that affect their investments, particularly those with high school funding. Key features include comparisons of federal funds, which are used exclusively for tax purposes, and a commitment to financial security through various committees. Users can also find information about retirement savings opportunities and investment strategies tailored for them.","https://www.linkedin.com/company/shofoai, https://twitter.com/shofoai, https://x.com/shofoai","81","1-10M","1-10","2025-02-23","","","","","US","","founders@shofo.ai","google.com","","2026-07-09"
"shopra.ai","TinySeed","Fall 2025","shopra.ai","Shopra","BIG_DATA_AND_ANALYTICS:0.94","B2B:0.94","intelligence turn retail:0.47, beverage business:0.4, supply chain:0.34, shelf availability:0.33, distribution monitor:0.33, lengthy onboarding:0.27, data problem:0.26, manual process:0.25, real time:0.22, continued partnership:0.21, usable report:0.2, different portal:0.18, people accountable:0.15, channel performance:0.12, setup share:0.07","Shopra is an AI-powered data intelligence platform designed specifically for the beverage industry. It unifies shipments, depletions, and retail performance into a unified system that provides real-time insights and actionable strategies. Key features include daily updates on shipments and sales performance, automated workflows for monitoring product availability and pricing integrity, and integration with existing systems to enhance efficiency and decision-making. Shopra also offers custom server setup and training services to help organizations effectively utilize its data.","https://www.linkedin.com/company/shopra","85","1-10M","11-50","2024-05-14","651 North Broad Street","Middletown","DE","19709","US","","support@shopra.ai, privacy@shopra.ai, support@hex.tech","google.com","","2026-07-14"
"sidekicklearning.net","TinySeed","Spring 2026","sidekicklearning.net","Sidekick Learning, LLC","EDUCATION:0.63, HEALTHCARE:0.82, SAAS:0.95","B2B:0.73, B2C:0.54","bcba supervision:0.72, training supervision:0.68, supervision training:0.67, supervision curriculum:0.65, supervision ceus:0.65, aba training:0.6, supervision curricula:0.6, supervision level:0.6, approved supervision:0.58, supervision track:0.58, ed supervision:0.56, admin sidekicklearning:0.53, training continuing:0.51, curriculum rbt:0.5, learning onboarding:0.45","Sidekick Learning is a platform designed for managing training, supervision, and continuing education in the field of automotive aftermarket (BCBA) certification. It offers a range of resources including competency-based learning programs, exam preparation tools, and customizable course creation tailored to organizational needs. The platform provides a centralized dashboard for tracking staff skills, managing compliance, and ensuring that all content is approved by industry standards, making it suitable for organizations of various sizes.","https://www.linkedin.com/company/sidekicklearning, https://www.facebook.com/sidekicklearning, https://www.instagram.com/supervisionsidekick, https://www.youtube.com/channel/UCmIQiXracriqaqyNVlXBZng","146","1-10M","1-10","2022-01-13","","Richmond","VA","23173","US","","info@sidekicklearning.net, admin@sidekicklearning.net","google.com","","2026-07-16"
"sigmanticai.com","Y Combinator","Summer 2025","sigmanticai.com","SigmanticAI","SOFTWARE:0.94","B2B:0.95","autonomous execution phase:0.47, vip spi debug:0.43, test infrastructure:0.42, agentic interface:0.41, simulator integration:0.41, coordinated engineering workflow:0.39, rtl development:0.38, data retention verilog:0.38, verification planning coverage:0.37, architecture extraction requirement:0.29, native agent:0.29, major eda vendor:0.28, silicon engineering:0.28, conversational interface:0.26, pip install:0.1","SigmanticAI is a hardware-native platform designed for semiconductor engineering teams to enhance real-time verification and design processes. It provides AI agents that automate the development of embedded software, enabling faster testing, code editing, and validation through automated workflows. Key features include support for multiple programming languages, continuous integration with existing EDA systems, private AI models for understanding design history, and tools for managing complex RTL (Reality, Read, Load) rules and coverage across various platforms like Cadence, Synopsys, Siemens, and Xcelium. The platform also offers low data storage, allowing users to store their engineering knowledge in future versions, ensuring privacy and security.","","43","1-10M","1-10","2025-05-07","","San Francisco","CA","94107","US","","founders@sigmanticai.com","google.com","","2026-06-24"
"silahq.com","Y Combinator","Winter 2026","silahq.com","Sila","SAAS:0.96","B2B:0.94","agents talk:0.58, ai work:0.47, natural agents talk:0.44, api thesis enterprise:0.41, intelligent communication:0.33, setup talk:0.29, organizational context:0.26, channel general:0.24, new channel:0.24, channel general coding:0.23, support secure:0.22, data training:0.21, conversation context:0.2, smart filtering:0.11, end encryption:0.08","Sila is an AI-driven platform designed for work messaging and collaboration within teams. It enables companies to create and manage AI agents that can connect to their existing applications, monitor events, and collaborate with team members through various communication channels like Slack and Microsoft Teams. Key features include smart notifications, dedicated customer numbers, collaborative tools for task assignment, and secure data management without requiring training or technical skills. Sila aims to enhance productivity by streamlining communication and improving the overall experience of users.","https://www.linkedin.com/company/silaintelligence, https://www.instagram.com/silahq_com, https://x.com/sila_hq","7","1-10M","11-50","2025-12-10","","Delaware","OH","43015","US","+14155550142","sila@silahq.com","google.com","l.ink","2026-07-17"
"silmaril.dev","Y Combinator","Spring 2026","silmaril.dev","Silmaril","CYBERSECURITY:0.96","B2B:0.83","secure ai execution:0.44, exfiltration code:0.39, protect blocking:0.35, known attack:0.34, tool abuse:0.3, message harvesting:0.3, chain compromise sandbox:0.3, key theft:0.29, platform case study:0.27, latency firewall:0.25, sdk wrapper:0.24, hermes research agent:0.21, open web:0.21, treasury memo:0.2, context unauthorized workflow:0.19","Silmaril is a security platform designed for AI that enhances the protection of software against emerging threats. It identifies public inputs and attack surfaces, blocks malicious attacks in real-time, and offers automated threat hunting to identify vulnerabilities before they escalate. Key features include low-latency firewall classifiers, adaptive response strategies, and the ability to deploy defenses quickly, allowing users to respond effectively across their systems without extensive investment in security measures.","https://www.linkedin.com/company/silmarilsecurity","132","1-10M","1-10","2023-07-12","","","","","US","","ops@northstar-settlement.com, aum@silmaril.dev","google.com","","2026-07-17"
"silverguardian.app","Techstars","2025","silverguardian.app","Silver Guardian","HEALTHCARE:0.68, HUMAN_RESOURCES:0.53, SAAS:0.92","B2B:0.75, B2C:0.79","silver guardian tools:0.54, health access:0.43, digital platform:0.37, useful options:0.3, community support:0.29, older adults skip:0.27, past visits:0.26, interest groups:0.25, app discover:0.25, life employment opportunities:0.22, users active:0.21, track record:0.19, payment personal:0.17, new path:0.15, social interplay module:0.14","Silver Guardian is a digital platform designed to enhance the quality of life for older adults in Panama. It provides tools for managing health, finding job opportunities, and connecting with community members through features like a contacts directory and live chat. Users can access their medical records, participate in social activities, and find support for physical health and well-being, all while benefiting from secure payment options and tailored solutions for families and individuals alike.","https://www.linkedin.com/company/silverguardian, https://www.facebook.com/silverguardianapp, https://www.instagram.com/silverguardianapp, https://www.youtube.com/@SilverGuardian-App, https://www.tiktok.com/@silverguardianapp","101","1-10M","1-10","2023-07-06","08 Panama Panama","Avenel","NJ","07001","US","","","","","2026-07-13"
"sim.ai","Y Combinator","Spring 2025","sim.ai","Sim","SAAS:0.99","B2B:0.82, B2C:0.5","sim ai:0.66, agents sim:0.65, build agents:0.63, deploying ai:0.59, agents workflows:0.58, create agents:0.57, build ai:0.57, agents automate:0.56, ai agents:0.56, sim collaboration:0.55, sim workspace:0.54, ai workspace:0.54, ai workforce:0.53, sim docs:0.52, soc2 compliant:0.39","Sim is an open-source platform designed for building and managing AI agents and agentic workforce. It connects over 1,000 integrations with tools like OpenAI and Google Cloud to create and deploy agentic workflows, including OCR processing, email triage, and competitor monitoring. Key features include pre-built workflow templates, real-time collaboration through a shared workspace, customizable access control, and high availability with 99.99% uptime guarantees. The platform also offers dedicated support and flexible pricing plans tailored to different use cases.","https://www.linkedin.com/company/simdotai, https://www.linkedin.com/company/simstudioai, https://x.com/simdotai","82","1-10M","1-10","2022-01-10","80 Langton St","San Francisco","CA","94103","US","","copyright@sim.ai, security@sim.ai, legal@sim.ai, privacy@sim.ai","google.com","","2026-07-04"
"sitefire.ai","Y Combinator","Winter 2026","sitefire.ai","Sitefire","ADVERTISING_AND_MARKETING:0.86, SAAS:0.07","B2B:0.96","agent analytics:0.62, agentic web:0.55, sitefire agents:0.55, ai sitefire:0.54, customers ai:0.52, sitefire marketing:0.52, ai agents:0.52, spark agent:0.52, competitors ai:0.52, search ai:0.51, brand ai:0.5, personal seo:0.45, marketing suite:0.44, bot traffic:0.44, pricing blog:0.4","Sitefire is a marketing suite designed for agencies and businesses focused on agentic web strategies. It provides tools to monitor AI visibility, track human and bot traffic, and analyze content from various platforms like ChatGPT, Gemini, and Perplexity. Key features include real-time analytics of AI-driven content creation, automated content management systems (CMS), and integration with popular search engines like Google Ads and social media. The platform also offers insights into user behavior and conversion rates, enabling marketers to create tailored content strategies that effectively engage their audience and drive leads.","https://www.linkedin.com/company/106162152, https://www.linkedin.com/company/sitefire-ai, https://www.linkedin.com/company/sitefire, https://x.com/sitefireai","15","1-10M","1-10","2026-02-01","1111B S Governors Ave","Dover","DE","19904","US","","info@sitefire.ai, privacy@sitefire.ai","google.com","","2026-06-29"
"sitehunt.io","TinySeed","Spring 2026","sitehunt.io","Sitehunt","REAL_ESTATE:0.65, SAAS:0.98","B2B:0.84","rfi management platform:0.46, projects property data:0.41, economic developers:0.36, data entry:0.35, audit trail:0.29, listing feeds:0.28, customer stories:0.26, google folders:0.25, internal workflows:0.24, information outdated:0.2, inconsistent infrastructure:0.2, automatic enrichment utility:0.19, overrides searchable:0.17, faq common questions:0.15, raw land:0.06","Sitehunt is an AI-powered platform designed for economic development professionals to manage property data and automate requests for tenders (RFIs). It provides a structured property database that includes utility, zoning, infrastructure, and workforce information, all accessible from any device. Key features include automated RFI responses, customizable site sheets, one-click reports, and integration with GIS systems to streamline project management and marketing efforts. The platform aims to save time and improve the efficiency of economic development teams by offering accurate and consistent information on projects.","https://www.linkedin.com/company/sitehunt, https://x.com/sitehuntio, https://www.youtube.com/channel/UCRlWeU1GFK7di8PvJJH8XSQ","109","<1M","1-10","2023-08-09","2026 Sitehunt. In","Houston","TX","","US","","info@sitehunt.io, dmca@sitehunt.io, dane@sitehunt.io","google.com","","2026-07-11"
"sixtyfour.ai","Y Combinator","Spring 2025","sixtyfour.ai","Sixtyfour","SAAS:0.94","B2B:0.63","intelligence infrastructure identity:0.48, agent address:0.39, article shell company:0.35, prior sec inquiry:0.29, entity cluster:0.26, dark web presence:0.23, verifiable revenue:0.23, direct link:0.23, data pipeline:0.23, digital footprint:0.21, deep research:0.21, help social:0.2, specific role:0.2, signals investor activity:0.19, civil fraud complaint:0.13","Sixtyfour is an AI platform that provides deep research and intelligence for individuals and companies focused on people and entities. It autonomously searches, analyzes, and cross-referenced information from various sources to create detailed profiles of potential threats and decision-makers. Key features include identity resolution, threat actor intelligence, financial transparency, and the ability to identify high-risk individuals through risk signals and profile mapping. The platform supports both automated due diligence processes and offers a scalable approach to building comprehensive insights into people's digital footprint.","https://www.linkedin.com/company/sixtyfourai","105","1-10M","1-10","2025-01-26","539 Bryant St.","San Francisco","CA","94107","US","+15023880975","kai.moran@protonmail.com, team@sixtyfour.ai","google.com","","2026-07-17"
"skymerse.com","Y Combinator","Summer 2026","skymerse.com","Skymerse Inc.","SOFTWARE:0.72, TRAVEL:0.25","B2B:0.71","automated flight:0.63, autopilot skymerse:0.63, flight ai:0.6, flight planning:0.59, aviation intelligence:0.59, planning skymerse:0.58, flight plans:0.58, flight data:0.58, skymerse flight:0.56, plans aircraft:0.55, data flight:0.55, planning automated:0.49, drone data:0.49, workflows aeronautical:0.46, vtol drone:0.41","Skymerse is an automated flight planning platform designed to streamline the preparation of flight data for aviation professionals. It processes aeronautical data, including NOTAMs and weather patterns, to create real-time route optimization and predictive safety insights. Key features include a Flight AI Agent that simplifies complex flight data, integration with existing operational workflows, and specialized processing for vertical takeoff and landing operations. The platform aims to reduce planning time by up to minutes and offers actionable insights tailored to various aviation needs.","https://www.linkedin.com/company/skymerse, https://x.com/skymerse","89","1-10M","1-10","2023-12-28","2261 Market Street","San Francisco","CA","94114","US","","hello@skymerse.com","google.com","","2026-07-03"
"slideflow.ai","Alchemist; Techstars","Class 41; 2026","slideflow.ai","Slideflow Labs","HEALTHCARE:0.97, SAAS:0.71","B2B:0.89","pathology workflow:0.62, ai biomarker tools:0.56, ai cancer:0.5, digital histology:0.47, generation cancer tests:0.42, clinical team:0.38, clinical evaluation use:0.35, advanced deep learning:0.34, slide image:0.29, actionable insights:0.28, data endpoints:0.19, grade deployment engine:0.19, learning library:0.19, end deep:0.19, separate system:0.09","Slideflow Labs offers an AI platform that enables hospitals to conduct quantitative tumor biology tests within their own infrastructure. The system scans existing H&E slides, generates detailed biomarker output quickly, and integrates with existing pathology workflows without additional stains or shipping. Key features include real-time visualization of tumors, automated model validation for clinical evaluations, and the ability to generate actionable insights for cancer care initiatives. Slideflow is open source and can be deployed in various cloud environments, ensuring secure and efficient use of data.","https://www.linkedin.com/company/slideflow-labs","78","1-10M","1-10","2024-07-15","","Chicago","IL","","US","","contact@slideflow.ai","google.com","","2026-07-09"
